psm_px,psm_py,psm_pz,psm_ox,psm_oy,psm_oz,psm_ow,dk2_px,dk2_py,dk2_pz,dk2_ox,dk2_oy,dk2_oz,dk2_ow
5.736816,-22.089176,-8.109253,0.000000,0.000000,0.000000,1.000000,-9.333029,-26.813683,26.752698,0.156188,0.016613,-0.020177,-0.987381
7.688304,-21.408516,-7.921082,0.000000,0.000000,0.000000,1.000000,-8.533749,-26.288030,27.842358,0.156622,0.036945,-0.020052,-0.986764
9.550286,-20.525661,-8.249092,0.000000,0.000000,0.000000,1.000000,-7.588910,-25.693253,28.717229,0.153793,0.058256,-0.023074,-0.986114
11.699835,-19.726639,-7.184654,0.000000,0.000000,0.000000,1.000000,-6.607831,-25.102383,29.417387,0.145609,0.081431,-0.029383,-0.985547
13.788052,-18.685776,-6.872322,0.000000,0.000000,0.000000,1.000000,-5.454457,-24.408878,30.005574,0.136471,0.107976,-0.036799,-0.984054
14.753610,-18.102057,-7.244347,0.000000,0.000000,0.000000,1.000000,-4.867313,-24.060670,30.212367,0.132828,0.120677,-0.040361,-0.982937
16.495386,-16.834208,-8.468231,0.000000,0.000000,0.000000,1.000000,-3.533390,-23.251583,30.480269,0.126998,0.147105,-0.049424,-0.979688
18.232042,-15.525526,-9.230881,0.000000,0.000000,0.000000,1.000000,-2.116735,-22.370182,30.658364,0.116075,0.171395,-0.060940,-0.976441
20.021360,-14.350171,-8.943474,0.000000,0.000000,0.000000,1.000000,-0.766114,-21.483395,30.646887,0.103458,0.190375,-0.073262,-0.973492
21.250097,-12.946602,-10.035400,0.000000,0.000000,0.000000,1.000000,0.636469,-20.438220,30.395684,0.095167,0.208576,-0.088847,-0.969302
22.000164,-11.310905,-11.818726,0.000000,0.000000,0.000000,1.000000,1.933548,-19.294535,29.961517,0.086897,0.225370,-0.107848,-0.964379
22.713472,-9.656250,-12.678337,0.000000,0.000000,0.000000,1.000000,3.041627,-18.177441,29.411584,0.076964,0.238251,-0.127699,-0.959691
22.851929,-8.011688,-14.400635,0.000000,0.000000,0.000000,1.000000,4.093582,-16.943823,28.603113,0.071735,0.249671,-0.149386,-0.954045
22.785496,-6.407805,-15.598564,0.000000,0.000000,0.000000,1.000000,4.961752,-15.660609,27.600646,0.068583,0.259616,-0.172500,-0.947702
22.295416,-4.730979,-17.018768,0.000000,0.000000,0.000000,1.000000,5.581444,-14.521293,26.608488,0.062414,0.264718,-0.196121,-0.942107
20.933432,-2.666152,-19.001823,0.000000,0.000000,0.000000,1.000000,6.237148,-12.955990,24.675274,0.064632,0.267839,-0.230896,-0.933152
19.487841,-1.642161,-20.689987,0.000000,0.000000,0.000000,1.000000,6.354826,-12.106574,23.244068,0.075244,0.267539,-0.253497,-0.926553
18.007544,-0.911521,-21.478188,0.000000,0.000000,0.000000,1.000000,6.207873,-11.559208,21.962231,0.076664,0.259819,-0.272229,-0.923314
16.255407,-0.579216,-22.785164,0.000000,0.000000,0.000000,1.000000,5.867434,-11.255609,20.771980,0.081606,0.248001,-0.283728,-0.922678
14.400482,-0.663397,-23.936073,0.000000,0.000000,0.000000,1.000000,5.245893,-11.267121,19.636878,0.086941,0.232947,-0.292324,-0.923430
12.414964,-1.059273,-25.088036,0.000000,0.000000,0.000000,1.000000,4.299921,-11.646822,18.636407,0.089424,0.215526,-0.297213,-0.925860
10.466607,-1.862182,-25.195374,0.000000,0.000000,0.000000,1.000000,3.208896,-12.268057,17.745122,0.093970,0.196432,-0.296661,-0.929826
8.432638,-3.014449,-25.444649,0.000000,0.000000,0.000000,1.000000,1.896204,-13.159092,16.829446,0.100326,0.173847,-0.291367,-0.935317
6.354288,-4.409406,-25.432594,0.000000,0.000000,0.000000,1.000000,0.425377,-14.263293,16.076161,0.105508,0.148272,-0.282860,-0.941740
4.367740,-5.988882,-24.402290,0.000000,0.000000,0.000000,1.000000,-1.210776,-15.485136,15.468684,0.110814,0.123020,-0.270923,-0.948255
2.326443,-7.525949,-24.356873,0.000000,0.000000,0.000000,1.000000,-2.850726,-16.685824,15.034571,0.116053,0.099483,-0.257653,-0.954070
0.409324,-9.254087,-22.362511,0.000000,0.000000,0.000000,1.000000,-4.677141,-17.962046,14.733210,0.119955,0.074509,-0.240855,-0.960233
-1.462096,-10.786298,-21.105667,0.000000,0.000000,0.000000,1.000000,-6.534076,-19.125025,14.531171,0.124394,0.050371,-0.222511,-0.965649
-3.286226,-12.125001,-20.006996,0.000000,0.000000,0.000000,1.000000,-8.245192,-20.069046,14.470504,0.128199,0.026120,-0.205334,-0.969908
-4.965652,-13.205631,-19.016716,0.000000,0.000000,0.000000,1.000000,-10.060458,-20.866957,14.456896,0.128933,0.002894,-0.184506,-0.974333
-6.656488,-14.289257,-16.356308,0.000000,0.000000,0.000000,1.000000,-11.863643,-21.375751,14.515115,0.128423,-0.018364,-0.160878,-0.978411
-8.161808,-14.860995,-15.037201,0.000000,0.000000,0.000000,1.000000,-13.486362,-21.594332,14.623386,0.126454,-0.037542,-0.138458,-0.981544
-9.556891,-15.106937,-13.712914,0.000000,0.000000,0.000000,1.000000,-15.103911,-21.511677,14.757316,0.121485,-0.056010,-0.113855,-0.984450
-10.869410,-15.018154,-12.397530,0.000000,0.000000,0.000000,1.000000,-16.597100,-21.096608,14.846800,0.115221,-0.073301,-0.089072,-0.986619
-11.971671,-14.429647,-12.307671,0.000000,0.000000,0.000000,1.000000,-17.830947,-20.448047,14.874256,0.107590,-0.088776,-0.066051,-0.988019
-13.047042,-13.831764,-11.242683,0.000000,0.000000,0.000000,1.000000,-18.935587,-19.521222,14.851628,0.097247,-0.103391,-0.039898,-0.989071
-13.803810,-12.905636,-11.461105,0.000000,0.000000,0.000000,1.000000,-19.866279,-18.394405,14.757937,0.086754,-0.114715,-0.011416,-0.989537
-14.348910,-11.942710,-12.101387,0.000000,0.000000,0.000000,1.000000,-20.539244,-17.241730,14.599040,0.075815,-0.122217,0.015702,-0.989479
-14.915833,-11.093368,-11.639008,0.000000,0.000000,0.000000,1.000000,-20.973866,-16.035835,14.401597,0.064432,-0.128679,0.041752,-0.988710
-15.094693,-10.206143,-12.168037,0.000000,0.000000,0.000000,1.000000,-21.133053,-14.884639,14.188595,0.051534,-0.132636,0.066820,-0.987566
-15.135378,-9.535267,-12.315521,0.000000,0.000000,0.000000,1.000000,-21.083508,-13.851887,13.928480,0.041096,-0.132535,0.090856,-0.986149
-14.889300,-9.018029,-13.188606,0.000000,0.000000,0.000000,1.000000,-20.797609,-12.931016,13.597097,0.032957,-0.130726,0.114604,-0.984221
-14.448712,-8.723165,-14.325851,0.000000,0.000000,0.000000,1.000000,-20.238028,-12.252083,13.247754,0.026245,-0.127351,0.136221,-0.982108
-13.767366,-8.811290,-15.281822,0.000000,0.000000,0.000000,1.000000,-19.504659,-11.855610,12.926534,0.019839,-0.121218,0.156080,-0.980077
-12.853625,-9.253623,-16.242584,0.000000,0.000000,0.000000,1.000000,-18.546073,-11.713921,12.592156,0.015638,-0.110396,0.176256,-0.978009
-11.692655,-10.004009,-17.644295,0.000000,0.000000,0.000000,1.000000,-17.409009,-11.875356,12.280572,0.015842,-0.097142,0.193930,-0.976065
-10.418359,-11.187600,-18.282867,0.000000,0.000000,0.000000,1.000000,-16.062520,-12.339102,12.025840,0.017481,-0.082653,0.208786,-0.974306
-8.878505,-12.579679,-18.964043,0.000000,0.000000,0.000000,1.000000,-14.550899,-13.024570,11.865121,0.019857,-0.065901,0.221117,-0.972816
-7.083952,-14.021390,-19.913322,0.000000,0.000000,0.000000,1.000000,-13.048501,-13.788888,11.814684,0.023629,-0.047944,0.229551,-0.971828
-5.126101,-15.538525,-20.508163,0.000000,0.000000,0.000000,1.000000,-11.349503,-14.726102,11.896282,0.028133,-0.026396,0.233509,-0.971589
-2.897809,-16.895363,-21.395073,0.000000,0.000000,0.000000,1.000000,-9.658217,-15.656829,12.077072,0.033285,-0.004658,0.232697,-0.971968
-0.595389,-18.310593,-21.422447,0.000000,0.000000,0.000000,1.000000,-7.830341,-16.610965,12.393250,0.039055,0.018914,0.229273,-0.972394
1.793427,-19.426844,-21.871719,0.000000,0.000000,0.000000,1.000000,-5.977673,-17.475624,12.806346,0.045545,0.042671,0.222079,-0.973029
4.240113,-20.409443,-21.772881,0.000000,0.000000,0.000000,1.000000,-4.238837,-18.162681,13.282771,0.051647,0.065637,0.211541,-0.973794
7.933464,-21.254622,-21.664886,0.000000,0.000000,0.000000,1.000000,-1.610977,-18.908773,14.153253,0.059604,0.101248,0.189967,-0.974735
10.201336,-21.303040,-22.240349,0.000000,0.000000,0.000000,1.000000,0.129103,-19.178748,14.759368,0.065831,0.122165,0.170677,-0.975506
12.397491,-21.188084,-22.107750,0.000000,0.000000,0.000000,1.000000,1.774217,-19.231690,15.324171,0.070380,0.142805,0.148619,-0.975995
14.254943,-20.454044,-23.106392,0.000000,0.000000,0.000000,1.000000,3.236309,-19.055745,15.767393,0.074730,0.160833,0.125839,-0.976070
15.971637,-19.664745,-23.262421,0.000000,0.000000,0.000000,1.000000,4.669074,-18.611114,16.141017,0.080967,0.176837,0.099234,-0.975872
17.235834,-18.353575,-24.249413,0.000000,0.000000,0.000000,1.000000,5.930362,-17.929308,16.415276,0.085689,0.191253,0.070856,-0.975223
18.283825,-16.886677,-24.844681,0.000000,0.000000,0.000000,1.000000,6.924561,-17.120199,16.552785,0.087313,0.203291,0.044340,-0.974209
18.962273,-15.240045,-25.696938,0.000000,0.000000,0.000000,1.000000,7.805498,-16.122483,16.547091,0.087668,0.212653,0.017186,-0.973035
19.269819,-13.487270,-26.392990,0.000000,0.000000,0.000000,1.000000,8.431157,-15.000640,16.429657,0.087908,0.219485,-0.011074,-0.971584
19.135321,-11.473925,-27.259010,0.000000,0.000000,0.000000,1.000000,8.757409,-13.879143,16.249546,0.086454,0.223637,-0.040414,-0.969989
18.667446,-9.414764,-27.724258,0.000000,0.000000,0.000000,1.000000,8.849321,-12.698290,15.979226,0.083476,0.224597,-0.073147,-0.968110
17.807346,-7.442097,-28.290779,0.000000,0.000000,0.000000,1.000000,8.659089,-11.564173,15.593943,0.081039,0.222817,-0.103847,-0.965920
16.416391,-5.621930,-29.467781,0.000000,0.000000,0.000000,1.000000,8.232618,-10.594040,15.132441,0.081136,0.218488,-0.130994,-0.963598
14.791287,-4.015539,-30.305069,0.000000,0.000000,0.000000,1.000000,7.493333,-9.714216,14.588393,0.079181,0.210324,-0.160914,-0.961042
13.057886,-2.676649,-30.517052,0.000000,0.000000,0.000000,1.000000,6.593437,-9.099406,14.038131,0.076487,0.200304,-0.183227,-0.959404
11.070595,-1.638033,-31.011986,0.000000,0.000000,0.000000,1.000000,5.415823,-8.621661,13.425632,0.074962,0.187181,-0.201483,-0.958514
8.990906,-0.939077,-31.164581,0.000000,0.000000,0.000000,1.000000,4.007096,-8.383952,12.805709,0.072690,0.172090,-0.215921,-0.958373
6.855897,-0.491720,-30.432579,0.000000,0.000000,0.000000,1.000000,2.491514,-8.402759,12.300852,0.068854,0.155584,-0.226898,-0.958942
4.556147,-0.317646,-30.840698,0.000000,0.000000,0.000000,1.000000,0.688770,-8.628666,11.816010,0.064835,0.135866,-0.233499,-0.960633
2.342156,-0.415341,-29.465919,0.000000,0.000000,0.000000,1.000000,-1.277457,-9.026508,11.405289,0.063845,0.112607,-0.234754,-0.963397
0.023859,-0.821118,-28.190872,0.000000,0.000000,0.000000,1.000000,-3.221416,-9.614044,11.184639,0.061226,0.086859,-0.233168,-0.966613
-2.258619,-1.379329,-26.536263,0.000000,0.000000,0.000000,1.000000,-5.413464,-10.415400,11.098785,0.057410,0.059356,-0.228785,-0.969968
-4.485099,-2.077970,-25.096123,0.000000,0.000000,0.000000,1.000000,-7.509502,-11.279225,11.152214,0.055917,0.032493,-0.222163,-0.972862
-6.658151,-2.973201,-23.029961,0.000000,0.000000,0.000000,1.000000,-9.708292,-12.311526,11.383143,0.055964,0.002123,-0.213325,-0.975375
-8.663637,-3.991078,-20.768417,0.000000,0.000000,0.000000,1.000000,-11.788873,-13.423729,11.810662,0.056394,-0.027846,-0.202912,-0.977175
-10.373187,-5.036148,-18.748222,0.000000,0.000000,0.000000,1.000000,-13.620692,-14.480697,12.351707,0.058429,-0.054253,-0.191042,-0.978338
-11.922798,-6.212247,-16.383751,0.000000,0.000000,0.000000,1.000000,-15.391093,-15.605111,13.065952,0.061828,-0.081108,-0.176761,-0.978956
-13.047159,-7.320920,-15.100815,0.000000,0.000000,0.000000,1.000000,-16.898279,-16.720204,13.867746,0.065541,-0.105358,-0.161862,-0.978981
-14.013291,-8.522731,-13.265854,0.000000,0.000000,0.000000,1.000000,-18.051331,-17.734917,14.632286,0.071215,-0.125904,-0.149033,-0.978195
-14.764314,-9.759133,-11.501556,0.000000,0.000000,0.000000,1.000000,-19.001432,-18.763131,15.434700,0.078619,-0.144761,-0.136288,-0.976877
-15.188843,-11.007091,-9.681946,0.000000,0.000000,0.000000,1.000000,-19.682291,-19.727087,16.242556,0.085395,-0.157834,-0.121604,-0.976222
-15.210547,-12.203259,-8.642143,0.000000,0.000000,0.000000,1.000000,-20.049115,-20.566700,16.963646,0.093239,-0.166090,-0.107888,-0.975746
-14.928836,-13.423538,-7.804924,0.000000,0.000000,0.000000,1.000000,-20.155734,-21.418187,17.739324,0.102028,-0.170907,-0.094959,-0.975379
-14.261392,-14.504191,-7.720078,0.000000,0.000000,0.000000,1.000000,-19.984935,-22.250871,18.522559,0.111128,-0.171055,-0.085311,-0.975250
-13.515265,-15.851999,-6.346413,0.000000,0.000000,0.000000,1.000000,-19.550006,-23.009124,19.208971,0.119307,-0.166513,-0.076404,-0.975808
-12.120500,-16.904106,-7.241920,0.000000,0.000000,0.000000,1.000000,-18.817206,-23.756693,19.839670,0.128887,-0.157521,-0.066341,-0.976818
-10.742005,-18.174822,-6.746346,0.000000,0.000000,0.000000,1.000000,-17.826448,-24.449703,20.408346,0.138896,-0.145253,-0.059638,-0.977780
-8.972501,-19.019958,-8.051056,0.000000,0.000000,0.000000,1.000000,-16.628385,-25.064448,20.977718,0.147069,-0.130205,-0.054703,-0.978992
-7.153100,-19.984396,-8.117920,0.000000,0.000000,0.000000,1.000000,-15.325785,-25.515956,21.496147,0.154945,-0.111232,-0.050471,-0.980343
-5.177844,-20.869259,-7.631981,0.000000,0.000000,0.000000,1.000000,-14.013894,-25.809810,21.956225,0.161708,-0.090253,-0.048636,-0.981499
-2.957827,-21.168968,-8.974548,0.000000,0.000000,0.000000,1.000000,-12.577003,-25.972462,22.449994,0.165582,-0.065781,-0.045992,-0.982924
0.386396,-21.657358,-9.245621,0.000000,0.000000,0.000000,1.000000,-10.361812,-25.855526,23.031472,0.167282,-0.028174,-0.040211,-0.984686
2.581541,-21.263145,-11.413147,0.000000,0.000000,0.000000,1.000000,-8.875431,-25.567815,23.237918,0.165714,-0.003015,-0.037977,-0.985438
4.782634,-21.109358,-11.481712,0.000000,0.000000,0.000000,1.000000,-7.255982,-25.075322,23.365204,0.160671,0.024542,-0.036823,-0.986016
6.809440,-20.243759,-13.341606,0.000000,0.000000,0.000000,1.000000,-5.662611,-24.379818,23.355146,0.154022,0.050623,-0.037377,-0.986062
8.656857,-19.384125,-14.737686,0.000000,0.000000,0.000000,1.000000,-4.192578,-23.566552,23.179063,0.146596,0.072660,-0.038057,-0.985790
10.311553,-18.425247,-15.789703,0.000000,0.000000,0.000000,1.000000,-2.640658,-22.551958,22.855009,0.137838,0.093299,-0.039051,-0.985277
11.786598,-17.321224,-17.048096,0.000000,0.000000,0.000000,1.000000,-1.168383,-21.421206,22.441973,0.127635,0.111324,-0.040600,-0.984717
13.058755,-16.091434,-18.181076,0.000000,0.000000,0.000000,1.000000,0.136946,-20.158006,21.964125,0.117326,0.127338,-0.042422,-0.983982
14.077438,-14.777322,-18.989799,0.000000,0.000000,0.000000,1.000000,1.145098,-18.889160,21.419276,0.106304,0.140547,-0.044704,-0.983335
14.548412,-13.272183,-20.714928,0.000000,0.000000,0.000000,1.000000,2.005388,-17.488663,20.723628,0.096597,0.149365,-0.047377,-0.982911
14.767846,-11.870355,-21.769257,0.000000,0.000000,0.000000,1.000000,2.603220,-16.139103,19.980605,0.088210,0.153518,-0.050139,-0.982923
14.635378,-10.319530,-22.959450,0.000000,0.000000,0.000000,1.000000,2.915025,-14.700271,19.104363,0.078035,0.157445,-0.053304,-0.982996
14.129113,-8.744975,-24.236465,0.000000,0.000000,0.000000,1.000000,2.917120,-13.279352,18.157053,0.069378,0.159697,-0.057003,-0.983074
13.238690,-7.296875,-25.410339,0.000000,0.000000,0.000000,1.000000,2.697000,-12.027586,17.250654,0.063118,0.155406,-0.060177,-0.983994
12.035316,-5.912844,-26.668762,0.000000,0.000000,0.000000,1.000000,2.207503,-10.787991,16.347478,0.054487,0.147389,-0.062911,-0.985571
10.765795,-4.599753,-27.204308,0.000000,0.000000,0.000000,1.000000,1.447175,-9.666676,15.533847,0.044705,0.138929,-0.066476,-0.987057
9.260934,-3.356755,-27.869141,0.000000,0.000000,0.000000,1.000000,0.524135,-8.735716,14.815953,0.036682,0.128592,-0.069162,-0.988603
7.583736,-2.299932,-28.644814,0.000000,0.000000,0.000000,1.000000,-0.633307,-7.904913,14.109710,0.029020,0.114438,-0.070489,-0.990501
5.916172,-1.413484,-28.437622,0.000000,0.000000,0.000000,1.000000,-1.952300,-7.281926,13.556930,0.020280,0.098167,-0.071188,-0.992413
4.137007,-0.714952,-27.942528,0.000000,0.000000,0.000000,1.000000,-3.399210,-6.859197,13.096024,0.013460,0.079619,-0.071678,-0.994154
2.217070,-0.170102,-27.942047,0.000000,0.000000,0.000000,1.000000,-4.973111,-6.634348,12.728342,0.009012,0.058769,-0.072859,-0.995569
0.295031,0.200993,-27.464561,0.000000,0.000000,0.000000,1.000000,-6.689838,-6.590498,12.466992,0.004654,0.039234,-0.073622,-0.996503
-1.575731,0.466643,-26.111847,0.000000,0.000000,0.000000,1.000000,-8.353955,-6.697409,12.379633,0.001679,0.020809,-0.073902,-0.997047
-3.434002,0.568640,-24.533508,0.000000,0.000000,0.000000,1.000000,-10.098422,-6.994754,12.442895,0.000148,-0.000607,-0.074152,-0.997247
-5.167451,0.462547,-23.948257,0.000000,0.000000,0.000000,1.000000,-11.699545,-7.442879,12.620957,0.000270,-0.020942,-0.074302,-0.997016
-6.782368,0.168252,-22.627747,0.000000,0.000000,0.000000,1.000000,-13.305561,-8.084230,12.966466,0.002356,-0.041523,-0.074261,-0.996371
-8.261932,-0.341253,-20.459671,0.000000,0.000000,0.000000,1.000000,-14.712854,-8.848289,13.434769,0.006273,-0.059670,-0.074037,-0.995449
